Sr No,Date,Open,High,Low,Close,Volume,date,time
30,03-05-2023 04:00,171.9900055,173.1399994,171.8000031,172.0700073,42110300,03-06-2023,04:00:00
31,04-05-2023 04:00,171.7100067,172.9299927,170.4199982,172.6900024,57951600,03-06-2023,04:00:00
32,05-05-2023 04:00,173,175.2400055,172.5800018,175.0500031,65496700,03-06-2023,04:00:00
33,06-05-2023 04:00,176.3899994,176.3899994,174.9400024,175.1600037,55772400,03-06-2023,04:00:00
34,07-05-2023 04:00,173.9799957,174.7100067,173.4499969,174.1999969,43570900,03-06-2023,04:00:00
35,08-05-2023 04:00,173.1300049,173.3800049,171.2799988,171.5599976,50747300,03-06-2023,04:00:00
36,09-05-2023 04:00,171.0899963,172.4199982,170.5200043,171.8399963,45143500,03-06-2023,04:00:00
37,10-05-2023 04:00,172.4100037,173.8999939,171.6900024,172.9900055,56058300,03-06-2023,04:00:00
38,11-05-2023 04:00,173.3200073,175.7700043,173.1100006,175.4299927,54835000,03-06-2023,04:00:00
39,12-05-2023 04:00,176.9600067,178.9900055,176.5700073,177.3000031,55964400,03-06-2023,04:00:00
40,13-05-2023 04:00,177.3300018,179.3500061,176.7599945,177.25,99625300,03-06-2023,04:00:00
41,14-05-2023 04:00,177.6999969,180.1199951,176.9299927,180.0899963,68901800,03-06-2023,04:00:00
42,15-05-2023 04:00,181.0299988,181.7799988,179.2599945,180.9499969,61945900,03-06-2023,04:00:00
43,16-05-2023 04:00,182.6300049,184.9499969,178.0399933,179.5800018,121946500,03-06-2023,04:00:00
44,17-05-2023 04:00,179.9700012,180.1199951,177.4299927,179.2100067,64848400,03-06-2023,04:00:00
45,18-05-2023 04:00,178.4400024,181.2100067,177.3200073,177.8200073,61944600,03-06-2023,04:00:00
46,19-05-2023 04:00,177.8999939,180.8399963,177.4600067,180.5700073,50214900,03-06-2023,04:00:00
47,20-05-2023 04:00,181.5,182.2299957,180.6300049,180.9600067,48870700,03-06-2023,04:00:00
48,21-05-2023 04:00,181.2700043,183.8899994,180.9700012,183.7899933,54274900,03-06-2023,04:00:00
49,22-05-2023 04:00,182.8000031,184.1499939,182.4400024,183.3099976,54929100,03-06-2023,04:00:00
50,23-05-2023 04:00,183.3699951,184.3899994,182.0200043,183.9499969,57462900,03-06-2023,04:00:00
51,24-05-2023 04:00,183.9600067,186.5200043,183.7799988,186.0099945,65433200,03-06-2023,04:00:00
52,25-05-2023 04:00,186.7299957,186.9900055,184.2700043,184.9199982,101235600,03-06-2023,04:00:00
53,26-05-2023 04:00,184.4100037,186.1000061,184.4100037,185.0099945,49799100,03-06-2023,04:00:00
54,27-05-2023 04:00,184.8999939,185.4100037,182.5899963,183.9600067,49515700,03-06-2023,04:00:00
55,28-05-2023 04:00,183.7400055,187.0500031,183.6699982,187,51245300,03-06-2023,04:00:00
56,29-05-2023 04:00,185.5500031,187.5599976,185.0099945,186.6799927,53079300,03-06-2023,04:00:00
57,30-05-2023 04:00,186.8300018,188.0500031,185.2299957,185.2700043,48088700,03-06-2023,04:00:00
58,31-05-2023 04:00,185.8899994,188.3899994,185.6699982,188.0599976,50730800,03-06-2023,04:00:00
59,01-06-2023 04:00,187.9299927,189.8999939,187.6000061,189.25,51216800,03-06-2023,04:00:00
60,02-06-2023 04:00,189.0800018,190.0700073,188.9400024,189.5899963,46347300,03-06-2023,04:00:00
61,03-06-2023 04:00,191.6300049,194.4799957,191.2599945,193.9700012,85069600,03-06-2023,04:00:00
